ModelName,ModelNumber,Batch,MaxRank,Rank Reaction,Normalized Rank Reaction,Rank Species,Normalized Rank Species,Rank Traceback,Normalized Rank Traceback
AL1D,17,L5-Metamorphic,6,2,0.2,6,1,1,0
AL1D,19,L5-Metamorphic,6,4,0.6,4,0.6,1,0
AL1D,2,L5-Metamorphic,5,3,0.5,5,1,1,0
AL1D,20,L5-Metamorphic,5,5,1,3,0.5,1,0
AL1D,21,L5-Metamorphic,5,5,1,5,1,5,1
AL1D,23,L5-Metamorphic,6,6,1,6,1,3,0.4
AL1D,3,L5-Metamorphic,5,5,1,5,1,5,1
AL1D,4,L5-Metamorphic,6,4,0.6,3,0.4,1,0
AL1D,6,L5-Metamorphic,6,3,0.4,3,0.4,1,0
AL1D,7,L5-Metamorphic,5,2,0.25,1,0,1,0
AL1D,9,L5-Metamorphic,5,1,0,4,0.75,2,0.25
AL1D,11,L5,6,3,0.4,1,0,1,0
AL1D,12,L5,6,1,0,6,1,4,0.6
AL1D,13,L5,6,6,1,6,1,3,0.4
AL1D,14,L5,6,5,0.8,6,1,1,0
AL1D,15,L5,6,1,0,1,0,6,1
AL1D,16,L5,5,3,0.5,5,1,3,0.5
AL1D,17,L5,6,2,0.2,6,1,1,0
AL1D,19,L5,6,4,0.6,4,0.6,1,0
AL1D,2,L5,5,3,0.5,5,1,1,0
AL1D,20,L5,5,5,1,3,0.5,1,0
AL1D,21,L5,5,5,1,5,1,5,1
AL1D,23,L5,6,6,1,6,1,3,0.4
AL1D,3,L5,5,5,1,5,1,5,1
AL1D,4,L5,6,4,0.6,3,0.4,1,0
AL1D,6,L5,6,3,0.4,3,0.4,1,0
AL1D,7,L5,5,2,0.25,1,0,1,0
AL1D,9,L5,5,1,0,4,0.75,2,0.25
Max,10,L1-Functional,3,3,1,3,1,2,0.5
Max,11,L1-Functional,4,4,1,4,1,1,0
Max,14,L1-Functional,4,4,1,4,1,2,0.333333333
Max,15,L1-Functional,3,3,1,3,1,1,0
Max,16,L1-Functional,4,1,0,4,1,3,0.666666667
Max,19,L1-Functional,3,3,1,3,1,1,0
Max,21,L1-Functional,4,4,1,4,1,4,1
Max,22,L1-Functional,3,3,1,3,1,1,0
Max,23,L1-Functional,4,1,0,4,1,3,0.666666667
Max,24,L1-Functional,3,3,1,3,1,2,0.5
Max,25,L1-Functional,3,3,1,3,1,3,1
Max,3,L1-Functional,4,1,0,4,1,4,1
Max,4,L1-Functional,3,3,1,3,1,3,1
Max,5,L1-Functional,3,3,1,3,1,1,0
Max,6,L1-Functional,3,3,1,3,1,3,1
Max,7,L1-Functional,4,4,1,4,1,1,0
Max,8,L1-Functional,4,4,1,4,1,3,0.666666667
Max,10,L1-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,11,L1-Functional+Metamorphic,4,4,1,4,1,4,1
Max,14,L1-Functional+Metamorphic,4,4,1,4,1,2,0.333333333
Max,15,L1-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,16,L1-Functional+Metamorphic,4,1,0,4,1,3,0.666666667
Max,19,L1-Functional+Metamorphic,3,3,1,3,1,1,0
Max,21,L1-Functional+Metamorphic,4,4,1,4,1,1,0
Max,22,L1-Functional+Metamorphic,3,3,1,3,1,1,0
Max,23,L1-Functional+Metamorphic,4,1,0,4,1,3,0.666666667
Max,24,L1-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,25,L1-Functional+Metamorphic,3,3,1,3,1,3,1
Max,3,L1-Functional+Metamorphic,4,1,0,4,1,4,1
Max,4,L1-Functional+Metamorphic,3,3,1,3,1,3,1
Max,5,L1-Functional+Metamorphic,3,3,1,3,1,1,0
Max,6,L1-Functional+Metamorphic,3,3,1,3,1,3,1
Max,7,L1-Functional+Metamorphic,4,4,1,4,1,1,0
Max,8,L1-Functional+Metamorphic,4,4,1,4,1,3,0.666666667
Max,10,L1-Invariant,3,3,1,3,1,1,0
Max,11,L1-Invariant,4,4,1,4,1,1,0
Max,14,L1-Invariant,4,4,1,4,1,1,0
Max,15,L1-Invariant,3,3,1,3,1,1,0
Max,16,L1-Invariant,4,1,0,4,1,1,0
Max,19,L1-Invariant,3,3,1,3,1,1,0
Max,21,L1-Invariant,4,4,1,4,1,1,0
Max,22,L1-Invariant,3,3,1,3,1,1,0
Max,23,L1-Invariant,4,1,0,4,1,1,0
Max,24,L1-Invariant,3,3,1,3,1,1,0
Max,25,L1-Invariant,3,3,1,3,1,1,0
Max,3,L1-Invariant,4,4,1,4,1,1,0
Max,4,L1-Invariant,3,3,1,3,1,3,1
Max,5,L1-Invariant,3,3,1,3,1,1,0
Max,6,L1-Invariant,3,3,1,3,1,3,1
Max,7,L1-Invariant,4,4,1,4,1,1,0
Max,8,L1-Invariant,4,4,1,4,1,1,0
Max,10,L1-Metamorphic,3,3,1,3,1,1,0
Max,11,L1-Metamorphic,4,4,1,4,1,4,1
Max,14,L1-Metamorphic,4,4,1,4,1,4,1
Max,15,L1-Metamorphic,3,3,1,3,1,2,0.5
Max,16,L1-Metamorphic,4,1,0,4,1,2,0.333333333
Max,19,L1-Metamorphic,3,3,1,3,1,1,0
Max,21,L1-Metamorphic,4,4,1,4,1,1,0
Max,22,L1-Metamorphic,3,3,1,3,1,1,0
Max,23,L1-Metamorphic,4,4,1,4,1,4,1
Max,24,L1-Metamorphic,3,3,1,3,1,1,0
Max,25,L1-Metamorphic,3,3,1,3,1,3,1
Max,3,L1-Metamorphic,4,4,1,4,1,4,1
Max,4,L1-Metamorphic,3,3,1,3,1,3,1
Max,5,L1-Metamorphic,3,3,1,3,1,1,0
Max,6,L1-Metamorphic,3,3,1,3,1,3,1
Max,7,L1-Metamorphic,4,4,1,4,1,1,0
Max,8,L1-Metamorphic,4,4,1,4,1,4,1
Max,10,L1,3,3,1,3,1,1,0
Max,11,L1,4,4,1,4,1,1,0
Max,14,L1,4,4,1,4,1,1,0
Max,15,L1,3,3,1,3,1,1,0
Max,16,L1,4,1,0,4,1,2,0.333333333
Max,19,L1,3,3,1,3,1,1,0
Max,21,L1,4,4,1,4,1,1,0
Max,22,L1,3,3,1,3,1,1,0
Max,23,L1,4,1,0,4,1,3,0.666666667
Max,24,L1,3,3,1,3,1,1,0
Max,25,L1,3,3,1,3,1,1,0
Max,3,L1,4,1,0,4,1,1,0
Max,4,L1,3,3,1,3,1,3,1
Max,5,L1,3,3,1,3,1,1,0
Max,6,L1,3,3,1,3,1,3,1
Max,7,L1,4,4,1,4,1,1,0
Max,8,L1,4,4,1,4,1,1,0
Max,10,L2-Functional,3,3,1,3,1,2,0.5
Max,11,L2-Functional,4,4,1,4,1,1,0
Max,14,L2-Functional,4,4,1,4,1,2,0.333333333
Max,15,L2-Functional,3,3,1,3,1,1,0
Max,16,L2-Functional,4,1,0,4,1,3,0.666666667
Max,19,L2-Functional,3,3,1,3,1,1,0
Max,21,L2-Functional,4,4,1,4,1,4,1
Max,22,L2-Functional,3,3,1,3,1,1,0
Max,23,L2-Functional,4,1,0,4,1,3,0.666666667
Max,24,L2-Functional,3,3,1,3,1,2,0.5
Max,25,L2-Functional,3,3,1,3,1,3,1
Max,3,L2-Functional,4,1,0,4,1,4,1
Max,4,L2-Functional,3,3,1,3,1,3,1
Max,5,L2-Functional,3,3,1,3,1,1,0
Max,6,L2-Functional,3,3,1,3,1,3,1
Max,7,L2-Functional,4,4,1,4,1,1,0
Max,8,L2-Functional,4,4,1,4,1,3,0.666666667
Max,10,L2-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,11,L2-Functional+Metamorphic,4,4,1,4,1,4,1
Max,14,L2-Functional+Metamorphic,4,4,1,4,1,2,0.333333333
Max,15,L2-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,16,L2-Functional+Metamorphic,4,1,0,4,1,3,0.666666667
Max,19,L2-Functional+Metamorphic,3,3,1,3,1,1,0
Max,21,L2-Functional+Metamorphic,4,4,1,4,1,1,0
Max,22,L2-Functional+Metamorphic,3,3,1,3,1,1,0
Max,23,L2-Functional+Metamorphic,4,1,0,4,1,3,0.666666667
Max,24,L2-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,25,L2-Functional+Metamorphic,3,3,1,3,1,3,1
Max,3,L2-Functional+Metamorphic,4,1,0,4,1,4,1
Max,4,L2-Functional+Metamorphic,3,3,1,3,1,3,1
Max,5,L2-Functional+Metamorphic,3,3,1,3,1,1,0
Max,6,L2-Functional+Metamorphic,3,3,1,3,1,3,1
Max,7,L2-Functional+Metamorphic,4,4,1,4,1,1,0
Max,8,L2-Functional+Metamorphic,4,4,1,4,1,3,0.666666667
Max,10,L2-Invariant,3,3,1,3,1,1,0
Max,11,L2-Invariant,4,4,1,4,1,1,0
Max,14,L2-Invariant,4,4,1,4,1,1,0
Max,15,L2-Invariant,3,3,1,3,1,1,0
Max,16,L2-Invariant,4,1,0,4,1,1,0
Max,19,L2-Invariant,3,3,1,3,1,1,0
Max,21,L2-Invariant,4,4,1,4,1,1,0
Max,22,L2-Invariant,3,3,1,3,1,1,0
Max,23,L2-Invariant,4,1,0,4,1,1,0
Max,24,L2-Invariant,3,3,1,3,1,1,0
Max,25,L2-Invariant,3,3,1,3,1,1,0
Max,3,L2-Invariant,4,4,1,4,1,1,0
Max,4,L2-Invariant,3,3,1,3,1,3,1
Max,5,L2-Invariant,3,3,1,3,1,1,0
Max,6,L2-Invariant,3,3,1,3,1,3,1
Max,7,L2-Invariant,4,4,1,4,1,1,0
Max,8,L2-Invariant,4,4,1,4,1,1,0
Max,10,L2-Metamorphic,3,3,1,3,1,1,0
Max,11,L2-Metamorphic,4,4,1,4,1,4,1
Max,14,L2-Metamorphic,4,4,1,4,1,4,1
Max,15,L2-Metamorphic,3,3,1,3,1,2,0.5
Max,16,L2-Metamorphic,4,1,0,4,1,2,0.333333333
Max,19,L2-Metamorphic,3,3,1,3,1,1,0
Max,21,L2-Metamorphic,4,4,1,4,1,1,0
Max,22,L2-Metamorphic,3,3,1,3,1,1,0
Max,23,L2-Metamorphic,4,4,1,4,1,4,1
Max,24,L2-Metamorphic,3,3,1,3,1,1,0
Max,25,L2-Metamorphic,3,3,1,3,1,3,1
Max,3,L2-Metamorphic,4,4,1,4,1,4,1
Max,4,L2-Metamorphic,3,3,1,3,1,3,1
Max,5,L2-Metamorphic,3,3,1,3,1,1,0
Max,6,L2-Metamorphic,3,3,1,3,1,3,1
Max,7,L2-Metamorphic,4,4,1,4,1,1,0
Max,8,L2-Metamorphic,4,4,1,4,1,4,1
Max,10,L2,3,3,1,3,1,1,0
Max,11,L2,4,4,1,4,1,1,0
Max,14,L2,4,4,1,4,1,1,0
Max,15,L2,3,3,1,3,1,1,0
Max,16,L2,4,1,0,4,1,2,0.333333333
Max,19,L2,3,3,1,3,1,1,0
Max,21,L2,4,4,1,4,1,1,0
Max,22,L2,3,3,1,3,1,1,0
Max,23,L2,4,1,0,4,1,3,0.666666667
Max,24,L2,3,3,1,3,1,1,0
Max,25,L2,3,3,1,3,1,1,0
Max,3,L2,4,1,0,4,1,1,0
Max,4,L2,3,3,1,3,1,3,1
Max,5,L2,3,3,1,3,1,1,0
Max,6,L2,3,3,1,3,1,3,1
Max,7,L2,4,4,1,4,1,1,0
Max,8,L2,4,4,1,4,1,1,0
Max,10,L3-Functional,3,3,1,3,1,2,0.5
Max,11,L3-Functional,4,4,1,4,1,1,0
Max,14,L3-Functional,4,4,1,4,1,2,0.333333333
Max,15,L3-Functional,3,3,1,3,1,1,0
Max,16,L3-Functional,4,1,0,4,1,3,0.666666667
Max,19,L3-Functional,3,3,1,3,1,1,0
Max,21,L3-Functional,4,4,1,4,1,4,1
Max,22,L3-Functional,3,3,1,3,1,1,0
Max,23,L3-Functional,4,1,0,4,1,3,0.666666667
Max,24,L3-Functional,3,3,1,3,1,2,0.5
Max,25,L3-Functional,3,3,1,3,1,3,1
Max,3,L3-Functional,4,1,0,4,1,4,1
Max,4,L3-Functional,3,3,1,3,1,3,1
Max,5,L3-Functional,3,3,1,3,1,1,0
Max,6,L3-Functional,3,3,1,3,1,3,1
Max,7,L3-Functional,4,4,1,4,1,1,0
Max,8,L3-Functional,4,4,1,4,1,3,0.666666667
Max,10,L3-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,11,L3-Functional+Metamorphic,4,4,1,4,1,4,1
Max,14,L3-Functional+Metamorphic,4,4,1,4,1,2,0.333333333
Max,15,L3-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,16,L3-Functional+Metamorphic,4,1,0,4,1,3,0.666666667
Max,19,L3-Functional+Metamorphic,3,3,1,3,1,1,0
Max,21,L3-Functional+Metamorphic,4,4,1,4,1,1,0
Max,22,L3-Functional+Metamorphic,3,3,1,3,1,1,0
Max,23,L3-Functional+Metamorphic,4,1,0,4,1,3,0.666666667
Max,24,L3-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,25,L3-Functional+Metamorphic,3,3,1,3,1,3,1
Max,3,L3-Functional+Metamorphic,4,1,0,4,1,4,1
Max,4,L3-Functional+Metamorphic,3,3,1,3,1,3,1
Max,5,L3-Functional+Metamorphic,3,3,1,3,1,1,0
Max,6,L3-Functional+Metamorphic,3,3,1,3,1,3,1
Max,7,L3-Functional+Metamorphic,4,4,1,4,1,1,0
Max,8,L3-Functional+Metamorphic,4,4,1,4,1,3,0.666666667
Max,10,L3-Invariant,3,3,1,3,1,1,0
Max,11,L3-Invariant,4,4,1,4,1,1,0
Max,14,L3-Invariant,4,4,1,4,1,1,0
Max,15,L3-Invariant,3,3,1,3,1,1,0
Max,16,L3-Invariant,4,1,0,4,1,1,0
Max,19,L3-Invariant,3,3,1,3,1,1,0
Max,21,L3-Invariant,4,4,1,4,1,1,0
Max,22,L3-Invariant,3,3,1,3,1,1,0
Max,23,L3-Invariant,4,1,0,4,1,1,0
Max,24,L3-Invariant,3,3,1,3,1,1,0
Max,25,L3-Invariant,3,3,1,3,1,1,0
Max,3,L3-Invariant,4,4,1,4,1,1,0
Max,4,L3-Invariant,3,3,1,3,1,3,1
Max,5,L3-Invariant,3,3,1,3,1,1,0
Max,6,L3-Invariant,3,3,1,3,1,3,1
Max,7,L3-Invariant,4,4,1,4,1,1,0
Max,8,L3-Invariant,4,4,1,4,1,1,0
Max,10,L3-Metamorphic,3,3,1,3,1,1,0
Max,11,L3-Metamorphic,4,4,1,4,1,4,1
Max,14,L3-Metamorphic,4,4,1,4,1,4,1
Max,15,L3-Metamorphic,3,3,1,3,1,2,0.5
Max,16,L3-Metamorphic,4,1,0,4,1,2,0.333333333
Max,19,L3-Metamorphic,3,3,1,3,1,1,0
Max,21,L3-Metamorphic,4,4,1,4,1,1,0
Max,22,L3-Metamorphic,3,3,1,3,1,1,0
Max,23,L3-Metamorphic,4,4,1,4,1,4,1
Max,24,L3-Metamorphic,3,3,1,3,1,1,0
Max,25,L3-Metamorphic,3,3,1,3,1,3,1
Max,3,L3-Metamorphic,4,4,1,4,1,4,1
Max,4,L3-Metamorphic,3,3,1,3,1,3,1
Max,5,L3-Metamorphic,3,3,1,3,1,1,0
Max,6,L3-Metamorphic,3,3,1,3,1,3,1
Max,7,L3-Metamorphic,4,4,1,4,1,1,0
Max,8,L3-Metamorphic,4,4,1,4,1,4,1
Max,10,L3,3,3,1,3,1,1,0
Max,11,L3,4,4,1,4,1,1,0
Max,14,L3,4,4,1,4,1,1,0
Max,15,L3,3,3,1,3,1,1,0
Max,16,L3,4,1,0,4,1,2,0.333333333
Max,19,L3,3,3,1,3,1,1,0
Max,21,L3,4,4,1,4,1,1,0
Max,22,L3,3,3,1,3,1,1,0
Max,23,L3,4,1,0,4,1,3,0.666666667
Max,24,L3,3,3,1,3,1,1,0
Max,25,L3,3,3,1,3,1,1,0
Max,3,L3,4,1,0,4,1,1,0
Max,4,L3,3,3,1,3,1,3,1
Max,5,L3,3,3,1,3,1,1,0
Max,6,L3,3,3,1,3,1,3,1
Max,7,L3,4,4,1,4,1,1,0
Max,8,L3,4,4,1,4,1,1,0
Max,10,L4-Functional,3,3,1,3,1,2,0.5
Max,11,L4-Functional,4,4,1,4,1,1,0
Max,14,L4-Functional,4,4,1,4,1,2,0.333333333
Max,15,L4-Functional,3,3,1,3,1,1,0
Max,16,L4-Functional,4,1,0,4,1,3,0.666666667
Max,19,L4-Functional,3,3,1,3,1,1,0
Max,21,L4-Functional,4,4,1,4,1,4,1
Max,22,L4-Functional,3,3,1,3,1,1,0
Max,23,L4-Functional,4,1,0,4,1,3,0.666666667
Max,24,L4-Functional,3,3,1,3,1,2,0.5
Max,25,L4-Functional,3,3,1,3,1,3,1
Max,3,L4-Functional,4,1,0,4,1,4,1
Max,4,L4-Functional,3,3,1,3,1,3,1
Max,5,L4-Functional,3,3,1,3,1,1,0
Max,6,L4-Functional,3,3,1,3,1,3,1
Max,7,L4-Functional,4,4,1,4,1,1,0
Max,8,L4-Functional,4,4,1,4,1,3,0.666666667
Max,10,L4-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,11,L4-Functional+Metamorphic,4,4,1,4,1,4,1
Max,14,L4-Functional+Metamorphic,4,4,1,4,1,2,0.333333333
Max,15,L4-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,16,L4-Functional+Metamorphic,4,1,0,4,1,3,0.666666667
Max,19,L4-Functional+Metamorphic,3,3,1,3,1,1,0
Max,21,L4-Functional+Metamorphic,4,4,1,4,1,1,0
Max,22,L4-Functional+Metamorphic,3,3,1,3,1,1,0
Max,23,L4-Functional+Metamorphic,4,1,0,4,1,3,0.666666667
Max,24,L4-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,25,L4-Functional+Metamorphic,3,3,1,3,1,3,1
Max,3,L4-Functional+Metamorphic,4,1,0,4,1,4,1
Max,4,L4-Functional+Metamorphic,3,3,1,3,1,3,1
Max,5,L4-Functional+Metamorphic,3,3,1,3,1,1,0
Max,6,L4-Functional+Metamorphic,3,3,1,3,1,3,1
Max,7,L4-Functional+Metamorphic,4,4,1,4,1,1,0
Max,8,L4-Functional+Metamorphic,4,4,1,4,1,3,0.666666667
Max,10,L4-Invariant,3,3,1,3,1,1,0
Max,11,L4-Invariant,4,4,1,4,1,1,0
Max,14,L4-Invariant,4,4,1,4,1,1,0
Max,15,L4-Invariant,3,3,1,3,1,1,0
Max,16,L4-Invariant,4,1,0,4,1,1,0
Max,19,L4-Invariant,3,3,1,3,1,1,0
Max,21,L4-Invariant,4,4,1,4,1,1,0
Max,22,L4-Invariant,3,3,1,3,1,1,0
Max,23,L4-Invariant,4,1,0,4,1,1,0
Max,24,L4-Invariant,3,3,1,3,1,1,0
Max,25,L4-Invariant,3,3,1,3,1,1,0
Max,3,L4-Invariant,4,4,1,4,1,1,0
Max,4,L4-Invariant,3,3,1,3,1,3,1
Max,5,L4-Invariant,3,3,1,3,1,1,0
Max,6,L4-Invariant,3,3,1,3,1,3,1
Max,7,L4-Invariant,4,4,1,4,1,1,0
Max,8,L4-Invariant,4,4,1,4,1,1,0
Max,10,L4-Metamorphic,3,3,1,3,1,1,0
Max,11,L4-Metamorphic,4,4,1,4,1,4,1
Max,14,L4-Metamorphic,4,4,1,4,1,4,1
Max,15,L4-Metamorphic,3,3,1,3,1,2,0.5
Max,16,L4-Metamorphic,4,1,0,4,1,2,0.333333333
Max,19,L4-Metamorphic,3,3,1,3,1,1,0
Max,21,L4-Metamorphic,4,4,1,4,1,1,0
Max,22,L4-Metamorphic,3,3,1,3,1,1,0
Max,23,L4-Metamorphic,4,4,1,4,1,4,1
Max,24,L4-Metamorphic,3,3,1,3,1,1,0
Max,25,L4-Metamorphic,3,3,1,3,1,3,1
Max,3,L4-Metamorphic,4,4,1,4,1,4,1
Max,4,L4-Metamorphic,3,3,1,3,1,3,1
Max,5,L4-Metamorphic,3,3,1,3,1,1,0
Max,6,L4-Metamorphic,3,3,1,3,1,3,1
Max,7,L4-Metamorphic,4,4,1,4,1,1,0
Max,8,L4-Metamorphic,4,4,1,4,1,4,1
Max,10,L4,3,3,1,3,1,1,0
Max,11,L4,4,4,1,4,1,1,0
Max,14,L4,4,4,1,4,1,1,0
Max,15,L4,3,3,1,3,1,1,0
Max,16,L4,4,1,0,4,1,2,0.333333333
Max,19,L4,3,3,1,3,1,1,0
Max,21,L4,4,4,1,4,1,1,0
Max,22,L4,3,3,1,3,1,1,0
Max,23,L4,4,1,0,4,1,3,0.666666667
Max,24,L4,3,3,1,3,1,1,0
Max,25,L4,3,3,1,3,1,1,0
Max,3,L4,4,1,0,4,1,1,0
Max,4,L4,3,3,1,3,1,3,1
Max,5,L4,3,3,1,3,1,1,0
Max,6,L4,3,3,1,3,1,3,1
Max,7,L4,4,4,1,4,1,1,0
Max,8,L4,4,4,1,4,1,1,0
Max,10,L5-Functional,3,3,1,3,1,2,0.5
Max,11,L5-Functional,4,4,1,4,1,1,0
Max,14,L5-Functional,4,4,1,4,1,2,0.333333333
Max,15,L5-Functional,3,3,1,3,1,1,0
Max,16,L5-Functional,4,1,0,4,1,3,0.666666667
Max,19,L5-Functional,3,3,1,3,1,1,0
Max,21,L5-Functional,4,4,1,4,1,4,1
Max,22,L5-Functional,3,3,1,3,1,1,0
Max,23,L5-Functional,4,1,0,4,1,3,0.666666667
Max,24,L5-Functional,3,3,1,3,1,2,0.5
Max,25,L5-Functional,3,3,1,3,1,3,1
Max,3,L5-Functional,4,1,0,4,1,4,1
Max,4,L5-Functional,3,3,1,3,1,3,1
Max,5,L5-Functional,3,3,1,3,1,1,0
Max,6,L5-Functional,3,3,1,3,1,3,1
Max,7,L5-Functional,4,4,1,4,1,1,0
Max,8,L5-Functional,4,4,1,4,1,3,0.666666667
Max,10,L5-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,11,L5-Functional+Metamorphic,4,4,1,4,1,4,1
Max,14,L5-Functional+Metamorphic,4,4,1,4,1,2,0.333333333
Max,15,L5-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,16,L5-Functional+Metamorphic,4,1,0,4,1,3,0.666666667
Max,19,L5-Functional+Metamorphic,3,3,1,3,1,1,0
Max,21,L5-Functional+Metamorphic,4,4,1,4,1,1,0
Max,22,L5-Functional+Metamorphic,3,3,1,3,1,1,0
Max,23,L5-Functional+Metamorphic,4,1,0,4,1,3,0.666666667
Max,24,L5-Functional+Metamorphic,3,3,1,3,1,2,0.5
Max,25,L5-Functional+Metamorphic,3,3,1,3,1,3,1
Max,3,L5-Functional+Metamorphic,4,1,0,4,1,4,1
Max,4,L5-Functional+Metamorphic,3,3,1,3,1,3,1
Max,5,L5-Functional+Metamorphic,3,3,1,3,1,1,0
Max,6,L5-Functional+Metamorphic,3,3,1,3,1,3,1
Max,7,L5-Functional+Metamorphic,4,4,1,4,1,1,0
Max,8,L5-Functional+Metamorphic,4,4,1,4,1,3,0.666666667
Max,10,L5-Invariant,3,3,1,3,1,1,0
Max,11,L5-Invariant,4,4,1,4,1,1,0
Max,14,L5-Invariant,4,4,1,4,1,1,0
Max,15,L5-Invariant,3,3,1,3,1,1,0
Max,16,L5-Invariant,4,1,0,4,1,1,0
Max,19,L5-Invariant,3,3,1,3,1,1,0
Max,21,L5-Invariant,4,4,1,4,1,1,0
Max,22,L5-Invariant,3,3,1,3,1,1,0
Max,23,L5-Invariant,4,1,0,4,1,1,0
Max,24,L5-Invariant,3,3,1,3,1,1,0
Max,25,L5-Invariant,3,3,1,3,1,1,0
Max,3,L5-Invariant,4,4,1,4,1,1,0
Max,4,L5-Invariant,3,3,1,3,1,3,1
Max,5,L5-Invariant,3,3,1,3,1,1,0
Max,6,L5-Invariant,3,3,1,3,1,3,1
Max,7,L5-Invariant,4,4,1,4,1,1,0
Max,8,L5-Invariant,4,4,1,4,1,1,0
Max,10,L5-Metamorphic,3,3,1,3,1,1,0
Max,11,L5-Metamorphic,4,4,1,4,1,4,1
Max,14,L5-Metamorphic,4,4,1,4,1,4,1
Max,15,L5-Metamorphic,3,3,1,3,1,2,0.5
Max,16,L5-Metamorphic,4,1,0,4,1,2,0.333333333
Max,19,L5-Metamorphic,3,3,1,3,1,1,0
Max,21,L5-Metamorphic,4,4,1,4,1,1,0
Max,22,L5-Metamorphic,3,3,1,3,1,1,0
Max,23,L5-Metamorphic,4,4,1,4,1,4,1
Max,24,L5-Metamorphic,3,3,1,3,1,1,0
Max,25,L5-Metamorphic,3,3,1,3,1,3,1
Max,3,L5-Metamorphic,4,4,1,4,1,4,1
Max,4,L5-Metamorphic,3,3,1,3,1,3,1
Max,5,L5-Metamorphic,3,3,1,3,1,1,0
Max,6,L5-Metamorphic,3,3,1,3,1,3,1
Max,7,L5-Metamorphic,4,4,1,4,1,1,0
Max,8,L5-Metamorphic,4,4,1,4,1,4,1
Max,10,L5,3,3,1,3,1,1,0
Max,11,L5,4,4,1,4,1,1,0
Max,14,L5,4,4,1,4,1,1,0
Max,15,L5,3,3,1,3,1,1,0
Max,16,L5,4,1,0,4,1,2,0.333333333
Max,19,L5,3,3,1,3,1,1,0
Max,21,L5,4,4,1,4,1,1,0
Max,22,L5,3,3,1,3,1,1,0
Max,23,L5,4,1,0,4,1,3,0.666666667
Max,24,L5,3,3,1,3,1,1,0
Max,25,L5,3,3,1,3,1,1,0
Max,3,L5,4,1,0,4,1,1,0
Max,4,L5,3,3,1,3,1,3,1
Max,5,L5,3,3,1,3,1,1,0
Max,6,L5,3,3,1,3,1,3,1
Max,7,L5,4,4,1,4,1,1,0
Max,8,L5,4,4,1,4,1,1,0
AM1,10,L1-Functional,5,1,0,5,1,5,1
AM1,11,L1-Functional,5,1,0,5,1,5,1
AM1,13,L1-Functional,4,4,1,4,1,4,1
AM1,16,L1-Functional,5,1,0,5,1,5,1
AM1,17,L1-Functional,4,4,1,4,1,4,1
AM1,18,L1-Functional,4,4,1,4,1,4,1
AM1,20,L1-Functional,5,4,0.75,5,1,5,1
AM1,22,L1-Functional,5,4,0.75,5,1,5,1
AM1,23,L1-Functional,5,4,0.75,5,1,5,1
AM1,4,L1-Functional,4,1,0,4,1,4,1
AM1,7,L1-Functional,4,4,1,4,1,4,1
AM1,8,L1-Functional,5,4,0.75,5,1,5,1
AM1,10,L1-Invariant,5,5,1,5,1,1,0
AM1,11,L1-Invariant,5,5,1,5,1,1,0
AM1,13,L1-Invariant,4,4,1,4,1,1,0
AM1,16,L1-Invariant,5,1,0,5,1,1,0
AM1,17,L1-Invariant,4,4,1,4,1,1,0
AM1,18,L1-Invariant,4,4,1,4,1,1,0
AM1,20,L1-Invariant,5,5,1,5,1,1,0
