ModelName,ModelNumber,Batch,MaxRank,Rank Reaction,Normalized Rank Reaction,Rank Species,Normalized Rank Species,Rank Traceback,Normalized Rank Traceback
AM1,22,L1-Invariant,5,5,1,5,1,1,0
AM1,23,L1-Invariant,5,5,1,5,1,1,0
AM1,4,L1-Invariant,4,1,0,4,1,1,0
AM1,7,L1-Invariant,4,4,1,4,1,1,0
AM1,8,L1-Invariant,5,5,1,5,1,1,0
AM1,10,L1,5,1,0,5,1,1,0
AM1,11,L1,5,1,0,5,1,1,0
AM1,13,L1,4,4,1,4,1,1,0
AM1,16,L1,5,1,0,5,1,1,0
AM1,17,L1,4,4,1,4,1,1,0
AM1,18,L1,4,4,1,4,1,1,0
AM1,20,L1,5,4,0.75,5,1,1,0
AM1,22,L1,5,4,0.75,5,1,1,0
AM1,23,L1,5,4,0.75,5,1,1,0
AM1,4,L1,4,1,0,4,1,1,0
AM1,7,L1,4,4,1,4,1,1,0
AM1,8,L1,5,4,0.75,5,1,1,0
AM1,10,L2-Functional,5,1,0,5,1,5,1
AM1,11,L2-Functional,5,1,0,5,1,5,1
AM1,13,L2-Functional,4,4,1,4,1,4,1
AM1,16,L2-Functional,5,1,0,5,1,5,1
AM1,17,L2-Functional,4,4,1,4,1,4,1
AM1,18,L2-Functional,4,4,1,4,1,4,1
AM1,20,L2-Functional,5,4,0.75,5,1,5,1
AM1,22,L2-Functional,5,4,0.75,5,1,5,1
AM1,23,L2-Functional,5,4,0.75,5,1,5,1
AM1,4,L2-Functional,4,1,0,4,1,4,1
AM1,7,L2-Functional,4,4,1,4,1,4,1
AM1,8,L2-Functional,5,4,0.75,5,1,5,1
AM1,10,L2-Invariant,5,5,1,5,1,1,0
AM1,11,L2-Invariant,5,5,1,5,1,1,0
AM1,13,L2-Invariant,4,4,1,4,1,1,0
AM1,16,L2-Invariant,5,1,0,5,1,1,0
AM1,17,L2-Invariant,4,4,1,4,1,1,0
AM1,18,L2-Invariant,4,4,1,4,1,1,0
AM1,20,L2-Invariant,5,5,1,5,1,1,0
AM1,22,L2-Invariant,5,5,1,5,1,1,0
AM1,23,L2-Invariant,5,5,1,5,1,1,0
AM1,4,L2-Invariant,4,1,0,4,1,1,0
AM1,7,L2-Invariant,4,4,1,4,1,1,0
AM1,8,L2-Invariant,5,5,1,5,1,1,0
AM1,10,L2,5,1,0,5,1,1,0
AM1,11,L2,5,1,0,5,1,1,0
AM1,13,L2,4,4,1,4,1,1,0
AM1,16,L2,5,1,0,5,1,1,0
AM1,17,L2,4,4,1,4,1,1,0
AM1,18,L2,4,4,1,4,1,1,0
AM1,20,L2,5,4,0.75,5,1,1,0
AM1,22,L2,5,4,0.75,5,1,1,0
AM1,23,L2,5,4,0.75,5,1,1,0
AM1,4,L2,4,1,0,4,1,1,0
AM1,7,L2,4,4,1,4,1,1,0
AM1,8,L2,5,4,0.75,5,1,1,0
AM1,10,L3-Functional,5,1,0,5,1,5,1
AM1,11,L3-Functional,5,1,0,5,1,5,1
AM1,13,L3-Functional,4,4,1,4,1,4,1
AM1,16,L3-Functional,5,1,0,5,1,5,1
AM1,17,L3-Functional,4,4,1,4,1,4,1
AM1,18,L3-Functional,4,4,1,4,1,4,1
AM1,20,L3-Functional,5,4,0.75,5,1,5,1
AM1,22,L3-Functional,5,4,0.75,5,1,5,1
AM1,23,L3-Functional,5,4,0.75,5,1,5,1
AM1,4,L3-Functional,4,1,0,4,1,4,1
AM1,7,L3-Functional,4,4,1,4,1,4,1
AM1,8,L3-Functional,5,4,0.75,5,1,5,1
AM1,10,L3-Invariant,5,5,1,5,1,1,0
AM1,11,L3-Invariant,5,5,1,5,1,1,0
AM1,13,L3-Invariant,4,4,1,4,1,1,0
AM1,16,L3-Invariant,5,1,0,5,1,1,0
AM1,17,L3-Invariant,4,4,1,4,1,1,0
AM1,18,L3-Invariant,4,4,1,4,1,1,0
AM1,20,L3-Invariant,5,5,1,5,1,1,0
AM1,22,L3-Invariant,5,5,1,5,1,1,0
AM1,23,L3-Invariant,5,5,1,5,1,1,0
AM1,4,L3-Invariant,4,1,0,4,1,1,0
AM1,7,L3-Invariant,4,4,1,4,1,1,0
AM1,8,L3-Invariant,5,5,1,5,1,1,0
AM1,10,L3,5,1,0,5,1,1,0
AM1,11,L3,5,1,0,5,1,1,0
AM1,13,L3,4,4,1,4,1,1,0
AM1,16,L3,5,1,0,5,1,1,0
AM1,17,L3,4,4,1,4,1,1,0
AM1,18,L3,4,4,1,4,1,1,0
AM1,20,L3,5,4,0.75,5,1,1,0
AM1,22,L3,5,4,0.75,5,1,1,0
AM1,23,L3,5,4,0.75,5,1,1,0
AM1,4,L3,4,1,0,4,1,1,0
AM1,7,L3,4,4,1,4,1,1,0
AM1,8,L3,5,4,0.75,5,1,1,0
AM1,10,L4-Functional,5,1,0,5,1,5,1
AM1,11,L4-Functional,5,1,0,5,1,5,1
AM1,13,L4-Functional,4,4,1,4,1,4,1
AM1,16,L4-Functional,5,1,0,5,1,5,1
AM1,17,L4-Functional,4,4,1,4,1,4,1
AM1,18,L4-Functional,4,4,1,4,1,4,1
AM1,20,L4-Functional,5,4,0.75,5,1,5,1
AM1,22,L4-Functional,5,4,0.75,5,1,5,1
AM1,23,L4-Functional,5,4,0.75,5,1,5,1
AM1,4,L4-Functional,4,1,0,4,1,4,1
AM1,7,L4-Functional,4,4,1,4,1,4,1
AM1,8,L4-Functional,5,4,0.75,5,1,5,1
AM1,10,L4-Invariant,5,5,1,5,1,1,0
AM1,11,L4-Invariant,5,5,1,5,1,1,0
AM1,13,L4-Invariant,4,4,1,4,1,1,0
AM1,16,L4-Invariant,5,1,0,5,1,1,0
AM1,17,L4-Invariant,4,4,1,4,1,1,0
AM1,18,L4-Invariant,4,4,1,4,1,1,0
AM1,20,L4-Invariant,5,5,1,5,1,1,0
AM1,22,L4-Invariant,5,5,1,5,1,1,0
AM1,23,L4-Invariant,5,5,1,5,1,1,0
AM1,4,L4-Invariant,4,1,0,4,1,1,0
AM1,7,L4-Invariant,4,4,1,4,1,1,0
AM1,8,L4-Invariant,5,5,1,5,1,1,0
AM1,10,L4,5,1,0,5,1,1,0
AM1,11,L4,5,1,0,5,1,1,0
AM1,13,L4,4,4,1,4,1,1,0
AM1,16,L4,5,1,0,5,1,1,0
AM1,17,L4,4,4,1,4,1,1,0
AM1,18,L4,4,4,1,4,1,1,0
AM1,20,L4,5,4,0.75,5,1,1,0
AM1,22,L4,5,4,0.75,5,1,1,0
AM1,23,L4,5,4,0.75,5,1,1,0
AM1,4,L4,4,1,0,4,1,1,0
AM1,7,L4,4,4,1,4,1,1,0
AM1,8,L4,5,4,0.75,5,1,1,0
AM1,10,L5-Functional,5,1,0,5,1,5,1
AM1,11,L5-Functional,5,1,0,5,1,5,1
AM1,13,L5-Functional,4,4,1,4,1,4,1
AM1,16,L5-Functional,5,1,0,5,1,5,1
AM1,17,L5-Functional,4,4,1,4,1,4,1
AM1,18,L5-Functional,4,4,1,4,1,4,1
AM1,20,L5-Functional,5,4,0.75,5,1,5,1
AM1,22,L5-Functional,5,4,0.75,5,1,5,1
AM1,23,L5-Functional,5,4,0.75,5,1,5,1
AM1,4,L5-Functional,4,1,0,4,1,4,1
AM1,7,L5-Functional,4,4,1,4,1,4,1
AM1,8,L5-Functional,5,4,0.75,5,1,5,1
AM1,10,L5-Invariant,5,5,1,5,1,1,0
AM1,11,L5-Invariant,5,5,1,5,1,1,0
AM1,13,L5-Invariant,4,4,1,4,1,1,0
AM1,16,L5-Invariant,5,1,0,5,1,1,0
AM1,17,L5-Invariant,4,4,1,4,1,1,0
AM1,18,L5-Invariant,4,4,1,4,1,1,0
AM1,20,L5-Invariant,5,5,1,5,1,1,0
AM1,22,L5-Invariant,5,5,1,5,1,1,0
AM1,23,L5-Invariant,5,5,1,5,1,1,0
AM1,4,L5-Invariant,4,1,0,4,1,1,0
AM1,7,L5-Invariant,4,4,1,4,1,1,0
AM1,8,L5-Invariant,5,5,1,5,1,1,0
AM1,10,L5,5,1,0,5,1,1,0
AM1,11,L5,5,1,0,5,1,1,0
AM1,13,L5,4,4,1,4,1,1,0
AM1,16,L5,5,1,0,5,1,1,0
AM1,17,L5,4,4,1,4,1,1,0
AM1,18,L5,4,4,1,4,1,1,0
AM1,20,L5,5,4,0.75,5,1,1,0
AM1,22,L5,5,4,0.75,5,1,1,0
AM1,23,L5,5,4,0.75,5,1,1,0
AM1,4,L5,4,1,0,4,1,1,0
AM1,7,L5,4,4,1,4,1,1,0
AM1,8,L5,5,4,0.75,5,1,1,0
Mod,1,L1-Functional,5,4,0.75,5,1,4,0.75
Mod,10,L1-Functional,5,5,1,5,1,3,0.5
Mod,12,L1-Functional,6,4,0.6,6,1,2,0.2
Mod,13,L1-Functional,6,5,0.8,6,1,2,0.2
Mod,14,L1-Functional,5,4,0.75,5,1,5,1
Mod,16,L1-Functional,5,5,1,5,1,5,1
Mod,18,L1-Functional,5,4,0.75,5,1,5,1
Mod,19,L1-Functional,5,4,0.75,5,1,5,1
Mod,20,L1-Functional,6,2,0.2,6,1,2,0.2
Mod,22,L1-Functional,6,1,0,6,1,4,0.6
Mod,23,L1-Functional,5,4,0.75,5,1,5,1
Mod,25,L1-Functional,6,4,0.6,6,1,2,0.2
Mod,4,L1-Functional,6,6,1,6,1,5,0.8
Mod,5,L1-Functional,6,1,0,6,1,4,0.6
Mod,6,L1-Functional,6,6,1,6,1,1,0
Mod,9,L1-Functional,5,1,0,5,1,2,0.25
Mod,1,L1-Functional+Metamorphic,5,4,0.75,5,1,1,0
Mod,10,L1-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,12,L1-Functional+Metamorphic,6,4,0.6,6,1,1,0
Mod,13,L1-Functional+Metamorphic,6,5,0.8,6,1,1,0
Mod,14,L1-Functional+Metamorphic,5,5,1,5,1,1,0
Mod,16,L1-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,18,L1-Functional+Metamorphic,5,3,0.5,5,1,1,0
Mod,19,L1-Functional+Metamorphic,5,5,1,5,1,1,0
Mod,20,L1-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,22,L1-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,23,L1-Functional+Metamorphic,5,3,0.5,5,1,5,1
Mod,25,L1-Functional+Metamorphic,6,4,0.6,6,1,1,0
Mod,4,L1-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,5,L1-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,6,L1-Functional+Metamorphic,6,6,1,6,1,1,0
Mod,9,L1-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,1,L1-Invariant,5,5,1,5,1,1,0
Mod,10,L1-Invariant,5,1,0,5,1,1,0
Mod,12,L1-Invariant,6,6,1,6,1,1,0
Mod,13,L1-Invariant,6,6,1,6,1,1,0
Mod,14,L1-Invariant,5,5,1,5,1,1,0
Mod,16,L1-Invariant,5,1,0,5,1,1,0
Mod,18,L1-Invariant,5,5,1,5,1,1,0
Mod,19,L1-Invariant,5,5,1,5,1,1,0
Mod,20,L1-Invariant,6,1,0,6,1,1,0
Mod,22,L1-Invariant,6,2,0.2,6,1,1,0
Mod,23,L1-Invariant,5,3,0.5,5,1,5,1
Mod,25,L1-Invariant,6,6,1,6,1,1,0
Mod,4,L1-Invariant,6,1,0,6,1,1,0
Mod,5,L1-Invariant,6,6,1,6,1,1,0
Mod,6,L1-Invariant,6,6,1,6,1,1,0
Mod,9,L1-Invariant,5,1,0,5,1,1,0
Mod,1,L1,5,4,0.75,5,1,1,0
Mod,10,L1,5,1,0,5,1,1,0
Mod,12,L1,6,4,0.6,6,1,1,0
Mod,13,L1,6,5,0.8,6,1,1,0
Mod,14,L1,5,5,1,5,1,1,0
Mod,16,L1,5,1,0,5,1,1,0
Mod,18,L1,5,3,0.5,5,1,1,0
Mod,19,L1,5,5,1,5,1,1,0
Mod,20,L1,6,1,0,6,1,1,0
Mod,22,L1,6,1,0,6,1,1,0
Mod,23,L1,5,3,0.5,5,1,5,1
Mod,25,L1,6,4,0.6,6,1,1,0
Mod,4,L1,6,1,0,6,1,1,0
Mod,5,L1,6,1,0,6,1,1,0
Mod,6,L1,6,6,1,6,1,1,0
Mod,9,L1,5,1,0,5,1,1,0
Mod,1,L2-Functional,5,4,0.75,5,1,4,0.75
Mod,10,L2-Functional,5,5,1,5,1,3,0.5
Mod,12,L2-Functional,6,4,0.6,6,1,2,0.2
Mod,13,L2-Functional,6,5,0.8,6,1,2,0.2
Mod,14,L2-Functional,5,4,0.75,5,1,5,1
Mod,16,L2-Functional,5,5,1,5,1,5,1
Mod,18,L2-Functional,5,4,0.75,5,1,5,1
Mod,19,L2-Functional,5,4,0.75,5,1,5,1
Mod,20,L2-Functional,6,2,0.2,6,1,2,0.2
Mod,22,L2-Functional,6,1,0,6,1,4,0.6
Mod,23,L2-Functional,5,4,0.75,5,1,5,1
Mod,25,L2-Functional,6,4,0.6,6,1,2,0.2
Mod,4,L2-Functional,6,6,1,6,1,5,0.8
Mod,5,L2-Functional,6,1,0,6,1,4,0.6
Mod,6,L2-Functional,6,6,1,6,1,1,0
Mod,9,L2-Functional,5,1,0,5,1,2,0.25
Mod,1,L2-Functional+Metamorphic,5,4,0.75,5,1,1,0
Mod,10,L2-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,12,L2-Functional+Metamorphic,6,4,0.6,6,1,1,0
Mod,13,L2-Functional+Metamorphic,6,5,0.8,6,1,1,0
Mod,14,L2-Functional+Metamorphic,5,5,1,5,1,1,0
Mod,16,L2-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,18,L2-Functional+Metamorphic,5,3,0.5,5,1,1,0
Mod,19,L2-Functional+Metamorphic,5,5,1,5,1,1,0
Mod,20,L2-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,22,L2-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,23,L2-Functional+Metamorphic,5,4,0.75,5,1,1,0
Mod,25,L2-Functional+Metamorphic,6,4,0.6,6,1,1,0
Mod,4,L2-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,5,L2-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,6,L2-Functional+Metamorphic,6,6,1,6,1,1,0
Mod,9,L2-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,1,L2-Invariant,5,5,1,5,1,1,0
Mod,10,L2-Invariant,5,1,0,5,1,1,0
Mod,12,L2-Invariant,6,6,1,6,1,1,0
Mod,13,L2-Invariant,6,6,1,6,1,1,0
Mod,14,L2-Invariant,5,5,1,5,1,1,0
Mod,16,L2-Invariant,5,1,0,5,1,1,0
Mod,18,L2-Invariant,5,5,1,5,1,1,0
Mod,19,L2-Invariant,5,5,1,5,1,1,0
Mod,20,L2-Invariant,6,1,0,6,1,1,0
Mod,22,L2-Invariant,6,2,0.2,6,1,1,0
Mod,23,L2-Invariant,5,5,1,5,1,1,0
Mod,25,L2-Invariant,6,6,1,6,1,1,0
Mod,4,L2-Invariant,6,1,0,6,1,1,0
Mod,5,L2-Invariant,6,6,1,6,1,1,0
Mod,6,L2-Invariant,6,6,1,6,1,1,0
Mod,9,L2-Invariant,5,1,0,5,1,1,0
Mod,1,L2,5,4,0.75,5,1,1,0
Mod,10,L2,5,1,0,5,1,1,0
Mod,12,L2,6,4,0.6,6,1,1,0
Mod,13,L2,6,5,0.8,6,1,1,0
Mod,14,L2,5,5,1,5,1,1,0
Mod,16,L2,5,1,0,5,1,1,0
Mod,18,L2,5,3,0.5,5,1,1,0
Mod,19,L2,5,5,1,5,1,1,0
Mod,20,L2,6,1,0,6,1,1,0
Mod,22,L2,6,1,0,6,1,1,0
Mod,23,L2,5,4,0.75,5,1,1,0
Mod,24,L2,6,5,0.8,6,1,1,0
Mod,25,L2,6,4,0.6,6,1,1,0
Mod,4,L2,6,1,0,6,1,1,0
Mod,5,L2,6,1,0,6,1,1,0
Mod,6,L2,6,6,1,6,1,1,0
Mod,9,L2,5,1,0,5,1,1,0
Mod,1,L3-Functional,5,4,0.75,5,1,4,0.75
Mod,10,L3-Functional,5,5,1,5,1,3,0.5
Mod,12,L3-Functional,6,4,0.6,6,1,2,0.2
Mod,13,L3-Functional,6,5,0.8,6,1,2,0.2
Mod,14,L3-Functional,5,4,0.75,5,1,5,1
Mod,16,L3-Functional,5,5,1,5,1,5,1
Mod,18,L3-Functional,5,4,0.75,5,1,5,1
Mod,19,L3-Functional,5,4,0.75,5,1,5,1
Mod,20,L3-Functional,6,2,0.2,6,1,2,0.2
Mod,22,L3-Functional,6,1,0,6,1,4,0.6
Mod,23,L3-Functional,5,4,0.75,5,1,5,1
Mod,25,L3-Functional,6,4,0.6,6,1,2,0.2
Mod,4,L3-Functional,6,6,1,6,1,5,0.8
Mod,5,L3-Functional,6,1,0,6,1,4,0.6
Mod,6,L3-Functional,6,6,1,6,1,1,0
Mod,9,L3-Functional,5,1,0,5,1,2,0.25
Mod,1,L3-Functional+Metamorphic,5,4,0.75,5,1,1,0
Mod,10,L3-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,12,L3-Functional+Metamorphic,6,4,0.6,6,1,1,0
Mod,13,L3-Functional+Metamorphic,6,5,0.8,6,1,1,0
Mod,14,L3-Functional+Metamorphic,5,5,1,5,1,1,0
Mod,16,L3-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,18,L3-Functional+Metamorphic,5,3,0.5,5,1,1,0
Mod,19,L3-Functional+Metamorphic,5,5,1,5,1,1,0
Mod,20,L3-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,22,L3-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,23,L3-Functional+Metamorphic,5,4,0.75,5,1,1,0
Mod,25,L3-Functional+Metamorphic,6,4,0.6,6,1,1,0
Mod,4,L3-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,5,L3-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,6,L3-Functional+Metamorphic,6,6,1,6,1,1,0
Mod,9,L3-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,1,L3-Invariant,5,5,1,5,1,1,0
Mod,10,L3-Invariant,5,1,0,5,1,1,0
Mod,12,L3-Invariant,6,6,1,6,1,1,0
Mod,13,L3-Invariant,6,6,1,6,1,1,0
Mod,14,L3-Invariant,5,5,1,5,1,1,0
Mod,16,L3-Invariant,5,1,0,5,1,1,0
Mod,18,L3-Invariant,5,5,1,5,1,1,0
Mod,19,L3-Invariant,5,5,1,5,1,1,0
Mod,20,L3-Invariant,6,1,0,6,1,1,0
Mod,22,L3-Invariant,6,2,0.2,6,1,1,0
Mod,23,L3-Invariant,5,5,1,5,1,1,0
Mod,25,L3-Invariant,6,6,1,6,1,1,0
Mod,4,L3-Invariant,6,1,0,6,1,1,0
Mod,5,L3-Invariant,6,6,1,6,1,1,0
Mod,6,L3-Invariant,6,6,1,6,1,1,0
Mod,9,L3-Invariant,5,1,0,5,1,1,0
Mod,1,L3,5,4,0.75,5,1,1,0
Mod,10,L3,5,1,0,5,1,1,0
Mod,12,L3,6,4,0.6,6,1,1,0
Mod,13,L3,6,5,0.8,6,1,1,0
Mod,14,L3,5,5,1,5,1,1,0
Mod,16,L3,5,1,0,5,1,1,0
Mod,18,L3,5,3,0.5,5,1,1,0
Mod,19,L3,5,5,1,5,1,1,0
Mod,20,L3,6,1,0,6,1,1,0
Mod,22,L3,6,1,0,6,1,1,0
Mod,23,L3,5,4,0.75,5,1,1,0
Mod,25,L3,6,4,0.6,6,1,1,0
Mod,4,L3,6,1,0,6,1,1,0
Mod,5,L3,6,1,0,6,1,1,0
Mod,6,L3,6,6,1,6,1,1,0
Mod,9,L3,5,1,0,5,1,1,0
Mod,1,L4-Functional,5,4,0.75,5,1,4,0.75
Mod,10,L4-Functional,5,5,1,5,1,3,0.5
Mod,12,L4-Functional,6,4,0.6,6,1,2,0.2
Mod,13,L4-Functional,6,5,0.8,6,1,2,0.2
Mod,14,L4-Functional,5,4,0.75,5,1,5,1
Mod,16,L4-Functional,5,5,1,5,1,5,1
Mod,18,L4-Functional,5,4,0.75,5,1,5,1
Mod,19,L4-Functional,5,4,0.75,5,1,5,1
Mod,20,L4-Functional,6,2,0.2,6,1,2,0.2
Mod,22,L4-Functional,6,1,0,6,1,4,0.6
Mod,23,L4-Functional,5,4,0.75,5,1,5,1
Mod,25,L4-Functional,6,4,0.6,6,1,2,0.2
Mod,4,L4-Functional,6,6,1,6,1,5,0.8
Mod,5,L4-Functional,6,1,0,6,1,4,0.6
Mod,6,L4-Functional,6,6,1,6,1,1,0
Mod,9,L4-Functional,5,1,0,5,1,2,0.25
Mod,1,L4-Functional+Metamorphic,5,4,0.75,5,1,1,0
Mod,10,L4-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,12,L4-Functional+Metamorphic,6,4,0.6,6,1,1,0
Mod,13,L4-Functional+Metamorphic,6,5,0.8,6,1,1,0
Mod,14,L4-Functional+Metamorphic,5,5,1,5,1,1,0
Mod,16,L4-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,18,L4-Functional+Metamorphic,5,3,0.5,5,1,1,0
Mod,19,L4-Functional+Metamorphic,5,5,1,5,1,1,0
Mod,20,L4-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,22,L4-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,23,L4-Functional+Metamorphic,5,4,0.75,5,1,1,0
Mod,25,L4-Functional+Metamorphic,6,4,0.6,6,1,1,0
Mod,4,L4-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,5,L4-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,6,L4-Functional+Metamorphic,6,6,1,6,1,1,0
Mod,9,L4-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,1,L4-Invariant,5,5,1,5,1,1,0
Mod,10,L4-Invariant,5,1,0,5,1,1,0
Mod,12,L4-Invariant,6,6,1,6,1,1,0
Mod,13,L4-Invariant,6,6,1,6,1,1,0
Mod,14,L4-Invariant,5,5,1,5,1,1,0
Mod,16,L4-Invariant,5,1,0,5,1,1,0
Mod,18,L4-Invariant,5,5,1,5,1,1,0
Mod,19,L4-Invariant,5,5,1,5,1,1,0
Mod,20,L4-Invariant,6,1,0,6,1,1,0
Mod,22,L4-Invariant,6,2,0.2,6,1,1,0
Mod,23,L4-Invariant,5,5,1,5,1,1,0
Mod,25,L4-Invariant,6,6,1,6,1,1,0
Mod,4,L4-Invariant,6,1,0,6,1,1,0
Mod,5,L4-Invariant,6,6,1,6,1,1,0
Mod,6,L4-Invariant,6,6,1,6,1,1,0
Mod,9,L4-Invariant,5,1,0,5,1,1,0
Mod,1,L4,5,4,0.75,5,1,1,0
Mod,10,L4,5,1,0,5,1,1,0
Mod,12,L4,6,4,0.6,6,1,1,0
Mod,13,L4,6,5,0.8,6,1,1,0
Mod,14,L4,5,5,1,5,1,1,0
Mod,16,L4,5,1,0,5,1,1,0
Mod,18,L4,5,3,0.5,5,1,1,0
Mod,19,L4,5,5,1,5,1,1,0
Mod,20,L4,6,1,0,6,1,1,0
Mod,22,L4,6,1,0,6,1,1,0
Mod,23,L4,5,4,0.75,5,1,1,0
Mod,25,L4,6,4,0.6,6,1,1,0
Mod,4,L4,6,1,0,6,1,1,0
Mod,5,L4,6,1,0,6,1,1,0
Mod,6,L4,6,6,1,6,1,1,0
Mod,9,L4,5,1,0,5,1,1,0
Mod,1,L5-Functional,5,4,0.75,5,1,4,0.75
Mod,10,L5-Functional,5,5,1,5,1,3,0.5
Mod,12,L5-Functional,6,4,0.6,6,1,2,0.2
Mod,13,L5-Functional,6,5,0.8,6,1,2,0.2
Mod,14,L5-Functional,5,4,0.75,5,1,5,1
Mod,16,L5-Functional,5,5,1,5,1,5,1
Mod,18,L5-Functional,5,4,0.75,5,1,5,1
Mod,19,L5-Functional,5,4,0.75,5,1,5,1
Mod,20,L5-Functional,6,2,0.2,6,1,2,0.2
Mod,22,L5-Functional,6,1,0,6,1,4,0.6
Mod,23,L5-Functional,5,4,0.75,5,1,5,1
Mod,25,L5-Functional,6,4,0.6,6,1,2,0.2
Mod,4,L5-Functional,6,6,1,6,1,5,0.8
Mod,5,L5-Functional,6,1,0,6,1,4,0.6
Mod,6,L5-Functional,6,6,1,6,1,1,0
Mod,9,L5-Functional,5,1,0,5,1,2,0.25
Mod,1,L5-Functional+Metamorphic,5,4,0.75,5,1,1,0
Mod,10,L5-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,12,L5-Functional+Metamorphic,6,4,0.6,6,1,1,0
Mod,13,L5-Functional+Metamorphic,6,5,0.8,6,1,1,0
Mod,14,L5-Functional+Metamorphic,5,5,1,5,1,1,0
Mod,16,L5-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,18,L5-Functional+Metamorphic,5,3,0.5,5,1,1,0
Mod,19,L5-Functional+Metamorphic,5,5,1,5,1,1,0
Mod,20,L5-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,22,L5-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,23,L5-Functional+Metamorphic,5,4,0.75,5,1,1,0
Mod,25,L5-Functional+Metamorphic,6,4,0.6,6,1,1,0
Mod,4,L5-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,5,L5-Functional+Metamorphic,6,1,0,6,1,1,0
Mod,6,L5-Functional+Metamorphic,6,6,1,6,1,1,0
Mod,9,L5-Functional+Metamorphic,5,1,0,5,1,1,0
Mod,1,L5-Invariant,5,5,1,5,1,1,0
Mod,10,L5-Invariant,5,1,0,5,1,1,0
Mod,12,L5-Invariant,6,6,1,6,1,1,0
Mod,13,L5-Invariant,6,6,1,6,1,1,0
Mod,14,L5-Invariant,5,5,1,5,1,1,0
Mod,16,L5-Invariant,5,1,0,5,1,1,0
Mod,18,L5-Invariant,5,5,1,5,1,1,0
Mod,19,L5-Invariant,5,5,1,5,1,1,0
Mod,20,L5-Invariant,6,1,0,6,1,1,0
Mod,22,L5-Invariant,6,2,0.2,6,1,1,0
Mod,23,L5-Invariant,5,5,1,5,1,1,0
Mod,25,L5-Invariant,6,6,1,6,1,1,0
Mod,4,L5-Invariant,6,1,0,6,1,1,0
Mod,5,L5-Invariant,6,6,1,6,1,1,0
Mod,6,L5-Invariant,6,6,1,6,1,1,0
Mod,9,L5-Invariant,5,1,0,5,1,1,0
Mod,1,L5,5,4,0.75,5,1,1,0
Mod,10,L5,5,1,0,5,1,1,0
Mod,12,L5,6,4,0.6,6,1,1,0
Mod,13,L5,6,5,0.8,6,1,1,0
Mod,14,L5,5,5,1,5,1,1,0
Mod,16,L5,5,1,0,5,1,1,0
Mod,18,L5,5,3,0.5,5,1,1,0
Mod,19,L5,5,5,1,5,1,1,0
Mod,20,L5,6,1,0,6,1,1,0
Mod,22,L5,6,1,0,6,1,1,0
Mod,23,L5,5,4,0.75,5,1,1,0
Mod,25,L5,6,4,0.6,6,1,1,0
Mod,4,L5,6,1,0,6,1,1,0
Mod,5,L5,6,1,0,6,1,1,0
Mod,6,L5,6,6,1,6,1,1,0
Mod,9,L5,5,1,0,5,1,1,0
Mod,24,L1-Functional,6,5,0.8,6,1,3,0.4
Mod,24,L1-Invariant,6,6,1,6,1,1,0
Mod,24,L1,6,5,0.8,6,1,1,0
Mod,24,L2-Functional,6,5,0.8,6,1,3,0.4
Mod,24,L2-Invariant,6,6,1,6,1,1,0
Mod,24,L3-Functional,6,5,0.8,6,1,3,0.4
Mod,24,L3-Invariant,6,6,1,6,1,1,0
Mod,24,L3,6,5,0.8,6,1,1,0
Mod,24,L4-Functional,6,5,0.8,6,1,3,0.4
Mod,24,L4-Invariant,6,6,1,6,1,1,0
Mod,24,L4,6,5,0.8,6,1,1,0
Mod,24,L5-Functional,6,5,0.8,6,1,3,0.4
Mod,24,L5-Invariant,6,6,1,6,1,1,0
Mod,24,L5,6,5,0.8,6,1,1,0